chrom	start	end	strand	gene
chr2	237478467	237480261	+	AK023507
chr2	237469423	237490994	+	CXCR7
chr2	237968076	237994460	-	AK056246
chr2	237994083	238007489	+	COPS8
chr2	238232654	238322850	-	COL6A3
chr2	238395052	238463961	+	MLPH
chr2	238475216	238475818	+	PRLH
chr2	238482964	238499769	-	RAB17
chr2	238536223	238690290	+	LRRFIP1
chr2	238707387	238751451	+	RBM44
chr2	238768186	238820755	+	RAMP1
chr2	238875586	238951423	+	UBE2F
chr2	238875586	239008054	+	UBE2F-SCLY
chr2	238969564	239008054	+	SCLY
chr2	239008950	239041928	+	ESPNL
chr2	239047362	239061547	+	KLHL30
chr2	239072632	239077515	+	FAM132B
chr2	239079042	239112324	-	ILKAP
chr2	239133753	239140318	-	LOC151174
chr2	239140326	239142985	+	LOC643387
chr2	239146907	239148681	-	HES6
chr2	239152678	239198743	-	PER2
chr2	239229184	239309541	+	TRAF3IP1
chr2	239359012	239360880	-	AF055024
chr2	239335625	239360891	+	ASB1
chr2	239419330	239464140	-	LOC151171
chr2	239756672	239832237	+	TWIST2
chr2	239840997	239847965	-	FLJ43879
chr2	239990512	239990610	-	MIR4440
chr2	240007522	240007622	-	MIR4441
chr2	239969863	240323346	-	HDAC4
chr2	240115026	240117153	-	MGC16025
chr2	240227156	240227240	+	MIR4269
chr2	240273418	240273499	-	MIR2467
chr2	240499994	240507788	+	BC132948
chr2	240684553	240722356	+	LOC150935
chr2	240882431	240882511	-	MIR4786
chr2	240896788	240964819	-	NDUFA10
chr2	240968381	240972330	-	OR6B2
chr2	240981229	240982399	-	PRR21
chr2	240984493	240985489	-	OR6B3
chr2	241065979	241075764	-	MYEOV2
chr2	241078445	241080073	-	OTOS
chr2	241395417	241395506	+	MIR149
chr2	241388835	241396117	-	PP14571
chr2	241375114	241407495	+	GPC1
chr2	241418838	241500275	-	ANKMY1
chr2	241499470	241503431	+	DUSP28
chr2	241508003	241518149	+	RNPEPL1
chr2	241526132	241557122	+	CAPN10
chr2	241544824	241570676	+	GPR35
chr2	241615834	241622323	-	AQP12B
chr2	241631261	241637900	+	AQP12A
chr2	241653180	241759725	-	KIF1A
chr2	241808161	241818536	+	AGXT
chr2	241825464	241835573	-	C2orf54
chr2	241894035	241906868	-	LOC200772
chr2	241920931	241925489	-	AK055890
chr2	241938254	242033643	+	SNED1
chr2	242034544	242041747	-	MTERFD2
chr2	242045513	242089394	-	PASK
chr2	242089023	242122439	+	PPP1R7
chr2	242127923	242164791	+	ANO7
chr2	242198934	242201083	-	DKFZp686L08115
chr2	242166681	242255115	-	HDLBP
chr2	242254722	242293441	+	SEPT2
chr2	242381568	242384661	+	AK055601
chr2	242295663	242434256	+	FARP2
chr2	242434121	242448987	-	STK25
chr2	242483800	242498558	-	BOK-AS1
chr2	242511969	242513546	+	BC017214
chr2	242498145	242513553	+	BOK
chr2	242523819	242576725	-	THAP4
chr2	242577026	242613271	+	ATG4B
chr2	242611594	242613272	+	AK027332
chr2	242615158	242617529	-	AK126180
chr2	242615156	242626383	-	DTYMK
chr2	242641455	242668896	+	ING5
chr2	242674029	242708231	+	D2HGDH
chr2	242716239	242743702	+	GAL3ST2
chr2	242749406	242751722	-	PABL
chr2	242750159	242758739	+	NEU4
chr2	242792032	242801058	-	PDCD1
chr2	242811885	242815482	+	CXXC11
chr2	242912833	242919427	+	AK097934
chr2	242945877	242948160	+	BC101234
chr2	243030843	243102469	+	LOC728323
chr3	238278	451097	+	CHL1
chr3	405055	427478	-	BC065754
chr3	577913	887698	+	AK126307
chr3	1134619	1445278	+	CNTN6
chr3	2140549	3099645	+	CNTN4
chr3	2152092	2185925	-	CNTN4-AS2
chr3	3108007	3152058	-	IL5RA
chr3	3168599	3192528	+	TRNT1
chr3	3191316	3221401	-	CRBN
chr3	3823035	4508966	-	SUMF1
chr3	3841120	3889387	+	LRRN1
chr3	3842004	3842676	-	BC141932
chr3	4344987	4358949	+	SETMAR
chr3	4535031	4889524	+	ITPR1
chr3	4790877	4793274	-	EGOT
chr3	4938492	5021646	-	BHLHE40-AS1
chr3	5021096	5026865	+	BHLHE40
chr3	5163929	5222601	+	ARL8B
chr3	5229330	5261650	+	EDEM1
chr3	5291861	5291940	-	MIR4790
chr3	6532165	6778421	+	AF279782
chr3	6902801	7783218	+	GRM7
chr3	7994491	8057994	-	AK124857
chr3	8235935	8543344	-	LMCD1-AS1
chr3	890298	158745175	-	U4atac
chr3	8543492	8609811	+	LMCD1
chr3	8606967	8609806	+	DQ591848
chr3	8613467	8616354	+	LINC00312
chr3	8661085	8786726	-	SSUH2
chr3	8661268	8663430	-	AX747864
chr3	8775485	8788451	+	CAV3
chr3	8792094	8811300	-	OXTR
chr3	8918879	9005159	-	RAD18
chr3	9022275	9291369	-	SRGAP3
chr3	9234218	9236137	+	BC041457
chr3	9258578	9261192	+	SRGAP3-AS3
chr3	9391372	9439174	-	SETD5-AS1
chr3	9404716	9428475	+	THUMPD3
chr3	9439402	9519838	+	SETD5
chr3	9540044	9595486	-	LHFPL4
chr3	9691116	9744078	+	MTMR14
chr3	9745509	9771592	+	CPNE9
chr3	9773433	9789699	+	BRPF1
chr3	9791627	9808353	+	OGG1
chr3	9799028	9811668	-	CAMK1
chr3	9802397	9805087	+	AX748417
chr3	9821647	9834695	-	TADA3
chr3	9834178	9848789	+	ARPC4
chr3	9834231	9896822	+	ARPC4-TTLL3
chr3	9851643	9878040	+	TTLL3
chr3	9879532	9885702	-	RPUSD3
chr3	9908393	10067820	-	CIDEC
chr3	9932270	9936031	+	JAGN1
chr3	9944295	9958084	+	IL17RE
chr3	9958757	9975314	+	IL17RC
chr3	9975523	9987097	+	CRELD1
chr3	9987225	9994078	-	PRRT3
chr3	9989087	9996471	+	PRRT3-AS1
chr3	10005635	10028522	-	EMC3
chr3	10028594	10046928	+	AK125558
chr3	10028594	10046928	+	AX747493
chr3	10048101	10052779	-	LOC401052
chr3	10055923	10067820	-	CIDECP
chr3	10059174	10061778	-	FW339974
chr3	10068112	10143614	+	FANCD2
chr3	10123003	10149915	-	FANCD2OS
chr3	10157332	10168874	+	BRK1
chr3	10183318	10195354	+	VHL
chr3	10206562	10285427	+	IRAK2
chr3	10290176	10327537	+	TATDN2
chr3	10320904	10335133	+	GHRLOS
chr3	10326102	10327430	+	LINC00852
chr3	10327433	10334631	-	GHRL
chr3	10342614	10362858	-	SEC13
chr3	10365706	10749716	-	ATP2B2
chr3	10436172	10436246	-	MIR885
chr3	10801168	10805877	-	LINC00606
chr3	10857916	10980146	+	SLC6A11
chr3	11034419	11080935	+	SLC6A1
chr3	11047783	11060910	-	SLC6A1-AS1
chr3	11178778	11304939	+	HRH1
chr3	11314009	11599139	+	ATG7
chr3	11577722	11580151	+	AX748267
chr3	11597543	11762220	-	VGLL4
chr3	11831918	11888352	-	TAMM41
chr3	11952182	12900351	-	DQ583118
chr3	12045861	12233532	+	SYN2
chr3	12194567	12200851	-	TIMP4
chr3	12328983	12475855	+	PPARG
chr3	12525930	12581122	+	TSEN2
chr3	12581279	12586963	-	C3orf83
chr3	12598512	12625210	+	MKRN2
chr3	12625099	12705700	-	RAF1
chr3	12775391	12810956	-	TMEM40
chr3	12838170	12876313	+	CAND2
chr3	12876443	12883081	-	RPL32
chr3	12898772	12898808	-	DQ577646
chr3	12900684	12900711	-	DQ579436
chr3	12902154	12902187	-	DQ575652
chr3	12903754	12903783	-	DQ574002
chr3	12903852	12903884	-	DQ575653
chr3	12904350	12904396	-	DQ587889
chr3	12904922	12904952	-	DQ587809
chr3	12915579	12915608	-	DQ581328
chr3	12938541	13114617	-	IQSEC1
chr3	13357736	13461809	-	NUP210
chr3	13521223	13547924	+	HDAC11
chr3	13573823	13679922	+	FBLN2
chr3	13652923	13653534	+	BC152379
chr3	13652923	13653534	-	BC152380
chr3	13692220	13788132	+	LINC00620
chr3	13860081	13921618	-	WNT7A
chr3	13974552	13978444	+	FGD5P1
chr3	13978806	14107481	+	TPRXL
chr3	14153576	14166371	-	CHCHD4
chr3	14166439	14185180	+	TMEM43
chr3	14186647	14220172	-	XPC
chr3	14220227	14239869	+	LSM3
chr3	14240059	14241816	+	AX747368
chr3	14444075	14530857	+	SLC6A6
chr3	14530618	14583588	-	GRIP2
chr3	14693252	14714166	+	CCDC174
chr3	14716605	14814543	+	C3orf20
chr3	14860468	14976072	+	FGD5
chr3	14961856	14989948	-	FGD5-AS1
chr3	14989235	15090780	+	NR2C2
chr3	15090018	15106816	-	MRPS25
chr3	15111579	15140655	-	ZFYVE20
chr3	15206868	15247466	-	COL6A4P1
chr3	15247732	15294423	+	CAPN7
chr3	15295690	15306005	+	SH3BP5-AS1
chr3	15295862	15382901	-	SH3BP5
chr3	15451376	15469042	-	METTL6
chr3	15469063	15484120	+	EAF1
chr3	15491639	15563258	-	COLQ
chr3	15529712	15643130	-	HACL1
chr3	15537745	15537815	-	MIR4270
chr3	15643139	15687325	+	BTD
chr3	15708743	15901053	-	ANKRD28
chr3	15781726	15803697	+	BC041363
chr3	15915277	15915356	+	MIR563
chr3	15920384	15920415	-	DQ592427
chr3	15920976	15921006	+	DQ582763
chr3	15935568	16271253	+	GALNT15
chr3	16298567	16306496	-	DPH3
chr3	16306666	16378868	+	OXNAD1
chr3	16357351	16555222	-	RFTN1
chr3	16577826	16582880	+	BC034913
chr3	16628300	16647006	-	DAZL
chr3	16844158	17132098	+	PLCL2
chr3	16974687	16974752	+	MIR3714
chr3	17198653	17784240	-	TBC1D5
chr3	18004063	18310410	+	LOC339862
chr3	18389132	18480265	-	SATB1
chr3	19190016	19577135	+	KCNH8
chr3	19356339	19356423	-	MIR4791
chr3	19920965	19988501	-	EFHB
chr3	19988571	20026667	+	RAB5A
chr3	20021452	20053765	-	PP2D1
chr3	20081523	20195896	+	KAT2B
chr3	20202084	20227724	-	SGOL1
chr3	20215735	20227919	+	SGOL1-AS1
chr3	21447217	21448177	+	VENTXP7
chr3	21462489	22414123	-	ZNF385D
chr3	23244652	23632296	+	UBE2E2
chr3	23375625	23648882	+	MIR548AC
chr3	23847383	23933131	+	UBE2E1
chr3	23933571	23988053	-	NKIRAS1
chr3	23958294	23965187	+	RPL15
chr3	23986750	24022109	+	NR1D2
chr3	24141464	24144738	-	LINC00691
chr3	24158644	24536453	-	THRB
chr3	24535577	24541502	+	THRB-AS1
chr3	24562852	24562926	-	MIR4792
chr3	25215822	25639422	+	RARB
chr3	25424598	25426409	-	AK131021
chr3	25468019	25469914	+	LOC100130354
chr3	25639395	25706430	-	TOP2B
chr3	25706366	25706430	-	MIR4442
chr3	25760434	25831530	-	NGLY1
chr3	25831562	25836025	+	OXSM
chr3	25900022	25915186	-	LINC00692
chr3	26664299	26752265	+	LRRC3B
chr3	27152393	27410912	-	NEK10
chr3	27414211	27525911	-	SLC4A7
chr3	7078055	103766577	+	JB175177
chr3	27757439	27764206	-	EOMES
chr3	27872378	27875627	-	BC037254
chr3	28283123	28361263	+	CMC1
chr3	28363843	28390618	-	AZI2
chr3	28390659	28566632	+	ZCWPW2
chr3	28615345	28616760	-	AX746710
chr3	28616768	28799828	+	LINC00693
chr3	29322802	30051886	+	RBMS3
chr3	30647993	30735633	+	TGFBR2
chr3	30767691	30936153	-	GADL1
chr3	31574490	31677556	+	STT3B
chr3	31699402	32023342	-	OSBPL10
chr3	31745704	31763078	+	OSBPL10-AS1
chr3	32023265	32033228	+	ZNF860
chr3	32148002	32210207	+	GPD1L
chr3	32280170	32411813	+	CMTM8
chr3	32433162	32496333	+	CMTM7
chr3	32522803	32544403	-	CMTM6
chr3	32567462	32612366	-	DYNC1LI1
chr3	32726636	32815367	+	CNOT10
chr3	32859509	32933771	+	TRIM71
chr3	32937215	32938323	+	EF565122
chr3	32993065	32996403	+	CCR4
chr3	33038099	33138694	-	GLB1
chr3	33131907	33138314	-	TMPPE
chr3	33155449	33189265	+	CRTAP
chr3	33191536	33260707	-	SUSD5
chr3	33318933	33444994	+	FBXL2
chr3	33429828	33481897	-	UBP1
chr3	33537738	33759705	-	CLASP2
chr3	33840062	33911199	+	PDCD6IP
chr3	35680665	35835988	+	ARPP21
chr3	35785967	35786051	+	MIR128-2
chr3	36422096	36589496	+	STAC
chr3	36753912	36781352	-	DCLK3
chr3	36868307	36986548	-	TRANK1
chr3	37027356	37034795	-	EPM2AIP1
chr3	37034840	37107380	+	MLH1
chr3	37094116	37217851	-	LRRFIP2
chr3	37284681	37408370	+	GOLGA4
chr3	37427799	37476988	+	C3orf35
chr3	37493812	37861281	+	ITGA9
chr3	37847333	37903250	-	BC040563
chr3	37903668	38025960	+	CTDSPL
chr3	38010894	38010971	+	MIR26A1
chr3	38010903	38010924	-	DM119520
chr3	38029529	38048676	+	VILL
chr3	38048986	38071154	-	PLCD1
chr3	38080695	38164228	+	DLEC1
chr3	38164200	38178733	-	ACAA1
chr3	38179968	38184512	+	MYD88
chr3	38207025	38296979	+	OXSR1
chr3	38307297	38319806	+	SLC22A13
chr3	38323788	38359859	+	SLC22A14
chr3	38388250	38456467	+	XYLB
chr3	38492517	38496311	-	ACVR2B-AS1
chr3	38495789	38534633	+	ACVR2B
chr3	38537762	38567796	+	EXOG
chr3	38589552	38691164	-	SCN5A
chr3	38738836	38835501	-	SCN10A
chr3	38887259	38992052	-	SCN11A
chr3	39093506	39138155	+	WDR48
chr3	39138090	39149130	-	GORASP1
chr3	39149151	39180394	+	TTC21A
chr3	39183341	39196053	-	CSRNP1
chr3	39224705	39234085	-	XIRP1
chr3	39304984	39323226	-	CX3CR1
chr3	39371196	39375171	+	CCR8
chr3	39424814	39438819	+	SLC25A38
chr3	39448203	39454032	+	RPSA
chr3	39449881	39450030	+	SNORA6
chr3	39452544	40266791	+	SNORA62
chr3	39509063	39570988	+	MOBP
chr3	39851302	40301811	+	MYRIP
chr3	40214637	40351189	-	EIF1B-AS1
chr3	2012973	40280232	+	SNORA64
chr3	40351172	40353915	+	EIF1B
chr3	40428672	40470110	+	ENTPD3
chr3	40432441	40494799	-	ENTPD3-AS1
chr3	40487070	40487905	-	BC035465
chr3	40498782	40503863	+	RPL14
chr3	40518603	40531728	+	ZNF619
chr3	40547529	40559712	+	ZNF620
chr3	40566375	40581043	+	ZNF621
chr3	41236400	41281939	+	CTNNB1
chr3	41262337	41266542	-	AK311005
chr3	41274899	41278939	+	AK095242
chr3	41288089	42003660	-	ULK4
chr3	41988103	41988123	+	JA660634
chr3	42132745	42267382	+	TRAK1
chr3	42299317	42307662	-	CCK
chr3	42438574	42452065	-	LYZL4
chr3	42530790	42579065	+	VIPR1
chr3	42589458	42642572	-	SEC22C
chr3	42632297	42636490	+	SS18L2
chr3	42642146	42690233	+	NKTR
chr3	42695175	42709072	+	ZBTB47
chr3	42727010	42733938	+	KLHL40
chr3	42734154	42744319	-	HHATL
chr3	42749873	42814745	-	CCDC13
chr3	42774066	42786650	+	CCDC13-AS1
chr3	42824399	42846027	-	HIGD1A
chr3	42846245	42941826	+	CCBP2
chr3	42913683	42917633	-	CYP8B1
chr3	42947401	42960825	+	ZNF662
chr3	42977833	42984283	+	KRBOX1
chr3	43020758	43101703	+	FAM198A
chr3	43120720	43147575	-	GTDC2
chr3	43328003	43392634	+	SNRK
chr3	43388410	43393454	-	SNRK-AS1
chr3	43407817	43663560	-	ANO10
chr3	43732374	43764217	+	ABHD5
chr3	44155703	44155802	+	MIR138-1
chr3	44159797	44163857	+	DQ592230
chr3	44283377	44373590	+	TOPAZ1
chr3	44379610	44450940	+	TCAIM
chr3	44481261	44561226	-	ZNF445
chr3	44540461	44552128	-	ZNF852
chr3	44596712	44624973	+	ZKSCAN7
chr3	44626455	44637557	+	ZNF660
chr3	44666510	44689963	+	ZNF197
chr3	44690232	44702283	+	ZNF35
chr3	44754134	44765323	+	ZNF502
chr3	44771097	44778575	+	ZNF501
chr3	44790235	44803173	-	KIAA1143
chr3	44803208	44894748	+	KIF15
chr3	44903379	44903473	+	MIR564
chr3	44903407	44907154	+	TMEM42
chr3	44916097	44956088	+	TGM4
chr3	44956752	45017674	-	ZDHHC3
chr3	44958900	44960339	-	BC101287
chr3	45016749	45054158	+	EXOSC7
chr3	45067758	45077563	+	CLEC3B
chr3	45123768	45187914	-	CDCP1
chr3	45265955	45267814	-	TMEM158
chr3	45430074	45590328	+	LARS2
chr3	45524186	45551037	-	LARS2-AS1
chr3	45636322	45722755	+	LIMD1
chr3	45719656	45730374	-	LIMD1-AS1
chr3	45730753	45786900	+	SACM1L
chr3	45796940	45838035	-	SLC6A20
chr3	45864809	45957216	-	LZTFL1
chr3	45927995	45944667	+	CCR9
chr3	45959390	46037316	-	FYCO1
chr3	45984972	45989845	+	CXCR6
chr3	46058515	46062157	-	AX747832
chr3	46062290	46068979	-	XCR1
chr3	46205095	46308197	+	CCR3
chr3	46243199	46249832	-	CCR1
chr3	46395234	46402413	+	CCR2
chr3	46411632	46417697	+	CCR5
chr3	46448720	46451014	+	CCRL2
chr3	46477495	46526724	-	LTF
chr3	46539484	46542439	+	RTP3
chr3	46556877	46621572	-	LRRC2
chr3	46598887	46601178	+	LRRC2-AS1
chr3	46616044	46623952	+	TDGF1
chr3	46653924	46668033	+	LOC100132146
chr3	46710484	46735194	-	ALS2CL
chr3	46742822	46752413	+	TMIE
chr3	46753605	46854064	-	PRSS50
chr3	46761072	46777921	-	PRSS46
chr3	46783580	46854064	-	PRSS45
chr3	46871893	46875585	-	PRSS42
chr3	46899356	46904973	-	MYL3
chr3	46919235	46945289	+	PTH1R
chr3	46963219	47023500	-	CCDC12
chr3	47021172	47051194	+	NBEAL2
chr3	47053031	47054957	+	NRADDP
chr3	47057897	47205467	-	SETD2
chr3	47205859	47285606	+	KIF9-AS1
chr3	47269515	47324337	-	KIF9
chr3	47324329	47388306	+	KLHL18
chr3	47422490	47454931	+	PTPN23
chr3	47455183	47517445	-	SCAP
chr3	47455557	47457107	+	BC067356
chr3	47537129	47555199	-	ELP6
chr3	47603727	47606850	-	AK094639
chr3	47603727	47621730	-	CSPG5
chr3	47627377	47823596	-	SMARCC1
chr3	47844398	47891686	+	DHX30
chr3	47891044	47891119	+	MIR1226
chr3	47892179	48130769	-	MAP4
chr3	48198667	48229801	-	CDC25A
chr3	48238053	48238106	+	MIR4443
chr3	48264836	48266981	+	CAMP
chr3	48282595	48329115	+	ZNF589
chr3	48335588	48342886	-	NME6
chr3	48348335	48369831	-	SPINK8
chr3	48413708	48436190	+	FBXW12
chr3	48445260	48471460	-	PLXNB1
chr3	48473579	48481529	-	CCDC51
chr3	48481685	48485537	+	TMA7
chr3	48488113	48509044	+	ATRIP
chr3	48501185	48509044	+	TREX1
chr3	48509196	48542259	-	SHISA5
chr3	48555116	48598562	-	PFKFB4
chr3	48599150	48601201	-	UCN2
chr3	48601505	48632593	-	COL7A1
chr3	48616334	48616410	-	MIR711
chr3	48636431	48647098	-	UQCRC1
chr3	48658274	48659189	-	TMEM89
chr3	48662830	48709981	-	CELSR3
chr3	48663155	48672926	-	SLC26A6
chr3	48681626	48681713	-	MIR4793
chr3	48711277	48723334	-	NCKIPSD
chr3	48725435	48754920	-	IP6K2
chr3	48785217	48885270	-	PRKAR2A
chr3	48885389	48889414	+	AK127190
chr3	48894355	48936426	-	SLC25A20
chr3	48955220	48956818	-	ARIH2OS
chr3	48956280	49022971	+	ARIH2
chr3	49027340	49044581	+	P4HTM
chr3	49044636	49053386	+	WDR6
chr3	49052920	49058504	-	DALRD3
chr3	49057580	49057667	-	MIR425
chr3	49057907	49060926	+	NDUFAF3
chr3	49058050	49058142	-	MIR191
chr3	49061761	49066875	-	IMPDH2
chr3	49066131	49067139	-	BC009321
chr3	49067141	49131504	-	QRICH1
chr3	49133364	49142562	-	QARS
chr3	49145478	49158371	-	USP19
chr3	49158546	49170599	-	LAMB2
chr3	49190291	49191834	-	LAMB2P1
chr3	49199967	49203785	-	CCDC71
chr3	49209017	49213919	+	KLHDC8B
chr3	49215068	49229291	-	LOC646498
chr3	49235860	49295537	+	CCDC36
chr3	49306029	49314508	-	C3orf62
chr3	49311552	49311619	+	MIR4271
chr3	49314576	49377536	-	USP4
chr3	49394608	49395791	-	GPX1
chr3	49396578	49449526	-	RHOA
chr3	49449638	49453909	+	TCTA
chr3	49454210	49460111	-	AMT
chr3	49459765	49466757	-	NICN1
chr3	49460378	49460969	-	NPCEDRG
chr3	49506135	49573051	+	DAG1
chr3	49586738	49591799	-	BSN-AS2
chr3	49591921	49708982	+	BSN
chr3	49711434	49720934	+	APEH
chr3	49721379	49726196	-	MST1
chr3	49726949	49758962	+	RNF123
chr3	49754266	49757238	-	AMIGO3
chr3	49758931	49761384	-	GMPPB
chr3	49761727	49823975	-	IP6K1
chr3	49828166	49837254	-	CDHR4
chr3	49840686	49842463	+	FAM212A
chr3	49842637	49851391	-	UBA7
chr3	49843569	49843678	-	MIR5193
chr3	49866027	49893992	-	TRAIP
chr3	49895421	49907369	-	CAMKV
chr3	49924435	49941306	-	MST1R
chr3	49946301	49967445	-	MON1A
chr3	49977476	50137484	+	RBM6
chr3	50126340	50156397	+	RBM5
chr3	50137035	50138421	-	LUST
chr3	50153454	50193518	-	AK125500
chr3	50192847	50226508	+	SEMA3F
chr3	50229042	50235129	+	GNAT1
chr3	50242691	50258406	+	SLC38A3
chr3	50263723	50296786	+	GNAI2
chr3	50297734	50300789	+	BC033528
chr3	50305039	50314572	+	SEMA3B
chr3	50316517	50325545	+	LSMEM2
chr3	50325162	50330349	-	IFRD2
chr3	50330258	50336899	-	HYAL3
chr3	50333832	50336899	-	NAT6
chr3	50337319	50349812	-	HYAL1
chr3	50355220	50360281	-	HYAL2
chr3	50362340	50365668	-	TUSC2
chr3	50367216	50378367	-	RASSF1
chr3	50378510	50383956	-	AB209621
chr3	50378536	50383156	-	ZMYND10
chr3	50384918	50388486	-	NPRL2
chr3	50388296	50391496	+	CYB561D2
chr3	50392179	50396939	-	TMEM115
chr3	50400230	50540892	-	CACNA2D2
chr3	50595455	50608458	-	C3orf18
chr3	50606582	50622421	+	HEMK1
chr3	50643884	50649262	-	CISH
chr3	50649292	50686728	+	MAPKAPK3
chr3	50712510	50712594	+	MIR4787
chr3	50712671	51421629	+	DOCK3
chr3	51422691	51426828	+	MANF
chr3	51428698	51435336	+	RBM15B
chr3	51433297	51534018	-	VPRBP
chr3	51575595	51697612	+	RAD54L2
chr3	51705190	51738339	+	TEX264
chr3	51741080	51752625	+	GRM2
chr3	51812576	51813203	-	IQCF6
chr3	51840727	51937386	-	IQCF1
chr3	51851618	51853651	+	IQCF4
chr3	51860889	51864874	+	IQCF3
chr3	51895644	51897440	+	IQCF2
chr3	51907736	51909600	-	IQCF5
chr3	51967441	51975957	-	RRP9
chr3	51976360	51982883	+	PARP3
chr3	51989329	51991520	+	GPR62
chr3	51991469	52001482	-	PCBP4
chr3	52002525	52017425	-	ABHD14B
chr3	52009041	52015216	+	ABHD14A
chr3	52009041	52023218	+	ABHD14A-ACY1
chr3	52017299	52023218	+	ACY1
chr3	52027643	52029958	-	RPL29
chr3	52082936	52090461	-	DUSP7
chr3	52096109	52099128	-	LINC00696
chr3	52109248	52188706	-	POC1A
chr3	52232098	52248343	+	ALAS1
chr3	52255095	52265247	-	TLR9
chr3	52262625	52273183	-	TWF2
chr3	52273279	52275113	+	BC039681
chr3	52279808	52284615	+	PPM1M
chr3	52288437	52312659	-	WDR82
chr3	52302293	52302377	-	MIRLET7G
chr3	52321835	52329272	+	GLYCTK
chr3	52328234	52328324	-	MIR135A1
chr3	52350334	52434513	+	DNAH1
chr3	52435019	52444121	-	BAP1
chr3	52444526	52457657	+	PHF7
chr3	52467267	52479043	-	SEMA3G
chr3	52485106	52488057	-	TNNC1
chr3	52489523	52527088	+	NISCH
chr3	52529355	52558511	+	STAB1
chr3	52558384	52569093	-	NT5DC2
chr3	52570620	52574586	+	SMIM4
chr3	52579367	52719866	-	PBRM1
chr3	52719935	52728510	+	GNL3
chr3	52723255	52723331	+	SNORD19
chr3	52724753	52724846	+	SNORD19B
chr3	52726751	52726828	+	SNORD69
chr3	52728503	52740048	-	GLT8D1
chr3	52739856	52742197	+	SPCS1
chr3	52744795	52804965	-	NEK4
chr3	52811601	52826084	+	ITIH1
chr3	52828783	52843025	+	ITIH3
chr3	52844727	52846754	-	AX746575
chr3	52847005	52864717	-	ITIH4
chr3	52863875	52866554	-	DKFZp686G21125
chr3	52863875	52869318	-	MUSTN1
chr3	52867130	52931597	-	TMEM110-MUSTN1
chr3	52870771	52931597	-	TMEM110
chr3	52937582	53080089	-	SFMBT1
chr3	53122500	53164470	-	RFT1
chr3	53195222	53226733	+	PRKCD
chr3	53258722	53290130	-	TKT
chr3	53317444	53381654	-	DCP1A
chr3	53421739	53579537	-	SNORA26
chr3	53529075	53846492	+	CACNA1D
chr3	53850323	53880420	-	CHDH
chr3	53880576	53899827	+	IL17RB
chr3	53901093	53916229	-	ACTR8
chr3	53919225	53925989	-	SELK
chr3	54156692	55108584	+	CACNA2D3
chr3	54354213	54355951	+	BC065373
chr3	54666150	54673884	-	ESRG
chr3	54908631	54935282	-	CACNA2D3-AS1
chr3	54952380	54962072	-	LRTM1
chr3	55499742	55521670	-	WNT5A
chr3	55542335	56502391	-	ERC2
chr3	55691242	55693497	-	ERC2-IT1
chr3	55886519	55886622	-	MIR3938
chr3	56591183	56655848	+	CCDC66
chr3	56654159	56717135	-	FAM208A
chr3	56761445	57113336	-	ARHGEF3
chr3	56974067	56994880	+	ARHGEF3-AS1
chr3	57094468	57109460	+	SPATA12
chr3	57124009	57204331	-	IL17RD
chr3	57231943	57234280	-	HESX1
chr3	57261764	57307498	+	APPL1
chr3	57302378	57326710	-	ASB14
chr3	57327726	57530071	-	DNAH12
chr3	57541980	57547768	+	PDE12
chr3	57557089	57583215	-	ARF4
chr3	57611180	57678816	-	DENND6A
chr3	57743173	57914894	+	SLMAP
chr3	57994126	58157982	+	FLNB
chr3	58148275	58156345	-	BC041347
chr3	58178352	58200853	-	DNASE1L3
chr3	58223258	58280461	+	ABHD6
chr3	58291971	58305920	+	RPP14
chr3	58318616	58410878	+	PXK
chr3	58413356	58419579	-	PDHB
chr3	58477822	58488087	+	KCTD6
chr3	58490862	58522929	-	ACOX2
